Image_name,Plane,Train
00172-2741735632,Fetal femur,1
00173-2741735633,Fetal femur,1
00174-2741735634,Fetal femur,1
00175-2741735635,Fetal femur,1
00176-2741735636,Fetal femur,1
00177-2741735637,Fetal femur,1
00178-2741735638,Fetal femur,1
00179-2741735639,Fetal femur,1
00180-2741735640,Fetal femur,1
00181-2741735641,Fetal femur,1
00182-2741735642,Fetal femur,1
00183-2741735643,Fetal femur,1
00184-2741735644,Fetal femur,1
00185-2741735645,Fetal femur,1
00186-2741735646,Fetal femur,1
00187-2741735647,Fetal femur,1
00188-2741735648,Fetal femur,1
00189-2741735649,Fetal femur,1
00190-2741735650,Fetal femur,1
00191-2741735651,Fetal femur,1
00192-2741735652,Fetal femur,1
00193-2741735653,Fetal femur,1
00194-2741735654,Fetal femur,1
00195-2741735655,Fetal femur,1
00196-2741735656,Fetal femur,1
00197-2741735657,Fetal femur,1
00198-2741735658,Fetal femur,1
00199-2741735659,Fetal femur,1
00200-2741735660,Fetal femur,1
00201-2741735661,Fetal femur,1
00202-2741735662,Fetal femur,1
00203-2741735663,Fetal femur,1
00204-2741735664,Fetal femur,1
00205-2741735665,Fetal femur,1
00206-2741735666,Fetal femur,1
00207-2741735667,Fetal femur,1
00208-2741735668,Fetal femur,1
00209-2741735669,Fetal femur,1
00210-2741735670,Fetal femur,1
00211-2741735671,Fetal femur,1
00212-2741735672,Fetal femur,1
00213-2741735673,Fetal femur,1
00214-2741735674,Fetal femur,1
00215-2741735675,Fetal femur,1
00216-2741735676,Fetal femur,1
00217-2741735677,Fetal femur,1
00218-2741735678,Fetal femur,1
00219-2741735679,Fetal femur,1
00220-2741735680,Fetal femur,1
00221-2741735681,Fetal femur,1
00222-2741735682,Fetal femur,1
00223-2741735683,Fetal femur,1
00224-2741735684,Fetal femur,1
00225-2741735685,Fetal femur,1
00226-2741735686,Fetal femur,1
00227-2741735687,Fetal femur,1
00228-2741735688,Fetal femur,1
00229-2741735689,Fetal femur,1
00230-2741735690,Fetal femur,1
00231-2741735691,Fetal femur,1
00232-2741735692,Fetal femur,1
00233-2741735693,Fetal femur,1
00234-2741735694,Fetal femur,1
00235-2741735695,Fetal femur,1
00236-2741735696,Fetal femur,1
00237-2741735697,Fetal femur,1
00238-2741735698,Fetal femur,1
00239-2741735699,Fetal femur,1
00240-2741735700,Fetal femur,1
00241-2741735701,Fetal femur,1
00242-2741735702,Fetal femur,1
00243-2741735703,Fetal femur,1
00244-2741735704,Fetal femur,1
00245-2741735705,Fetal femur,1
00246-2741735706,Fetal femur,1
00247-2741735707,Fetal femur,1
00248-2741735708,Fetal femur,1
00249-2741735709,Fetal femur,1
00250-2741735710,Fetal femur,1
00251-2741735711,Fetal femur,1
00252-2741735712,Fetal femur,1
00253-2741735713,Fetal femur,1
00254-2741735714,Fetal femur,1
00255-2741735715,Fetal femur,1
00256-2741735716,Fetal femur,1
00257-2741735717,Fetal femur,1
00258-2741735718,Fetal femur,1
00259-2741735719,Fetal femur,1
00260-2741735720,Fetal femur,1
00261-2741735721,Fetal femur,1
00262-2741735722,Fetal femur,1
00263-2741735723,Fetal femur,1
00264-2741735724,Fetal femur,1
00265-2741735725,Fetal femur,1
00266-2741735726,Fetal femur,1
00267-2741735727,Fetal femur,1
00268-2741735728,Fetal femur,1
00269-2741735729,Fetal femur,1
00270-2741735730,Fetal femur,1
00271-2741735731,Fetal femur,1
00272-2741735732,Fetal femur,1
00273-2741735733,Fetal femur,1
00274-2741735734,Fetal femur,1
00275-2741735735,Fetal femur,1
00276-2741735736,Fetal femur,1
00277-2741735737,Fetal femur,1
00278-2741735738,Fetal femur,1
00279-2741735739,Fetal femur,1
00280-2741735740,Fetal femur,1
00281-2741735741,Fetal femur,1
00282-2741735742,Fetal femur,1
00283-2741735743,Fetal femur,1
00284-2741735744,Fetal femur,1
00285-2741735745,Fetal femur,1
00286-2741735746,Fetal femur,1
00287-2741735747,Fetal femur,1
00288-2741735748,Fetal femur,1
00289-2741735749,Fetal femur,1
00290-2741735750,Fetal femur,1
00291-2741735751,Fetal femur,1
00292-2741735752,Fetal femur,1
00293-2741735753,Fetal femur,1
00294-2741735754,Fetal femur,1
00295-2741735755,Fetal femur,1
00296-2741735756,Fetal femur,1
00297-2741735757,Fetal femur,1
00298-2741735758,Fetal femur,1
00299-2741735759,Fetal femur,1
00300-2741735760,Fetal femur,1
00301-2741735761,Fetal femur,1
00302-2741735762,Fetal femur,1
00303-2741735763,Fetal femur,1
00304-2741735764,Fetal femur,1
00305-2741735765,Fetal femur,1
00306-2741735766,Fetal femur,1
00307-2741735767,Fetal femur,1
00308-2741735768,Fetal femur,1
00309-2741735769,Fetal femur,1
00310-2741735770,Fetal femur,1
00311-2741735771,Fetal femur,1
00312-2741735772,Fetal femur,1
00313-2741735773,Fetal femur,1
00314-2741735774,Fetal femur,1
00315-2741735775,Fetal femur,1
00316-2741735776,Fetal femur,1
00317-2741735777,Fetal femur,1
00318-2741735778,Fetal femur,1
00319-2741735779,Fetal femur,1
00320-2741735780,Fetal femur,1
00321-2741735781,Fetal femur,1
00322-2741735782,Fetal femur,1
00323-2741735783,Fetal femur,1
00324-2741735784,Fetal femur,1
00325-2741735785,Fetal femur,1
00326-2741735786,Fetal femur,1
00327-2741735787,Fetal femur,1
00328-2741735788,Fetal femur,1
00329-2741735789,Fetal femur,1
00330-2741735790,Fetal femur,1
00331-2741735791,Fetal femur,1
00332-2741735792,Fetal femur,1
00333-2741735793,Fetal femur,1
00334-2741735794,Fetal femur,1
00335-2741735795,Fetal femur,1
00336-2741735796,Fetal femur,1
00337-2741735797,Fetal femur,1
00338-2741735798,Fetal femur,1
00339-2741735799,Fetal femur,1
00340-2741735800,Fetal femur,1
00341-2741735801,Fetal femur,1
00342-2741735802,Fetal femur,1
00343-2741735803,Fetal femur,1
00344-2741735804,Fetal femur,1
00345-2741735805,Fetal femur,1
00346-2741735806,Fetal femur,1
00347-2741735807,Fetal femur,1
00348-2741735808,Fetal femur,1
00349-2741735809,Fetal femur,1
00350-2741735810,Fetal femur,1
00351-2741735811,Fetal femur,1
00352-2741735812,Fetal femur,1
00353-2741735813,Fetal femur,1
00354-2741735814,Fetal femur,1
00355-2741735815,Fetal femur,1
00356-2741735816,Fetal femur,1
00357-2741735817,Fetal femur,1
00358-2741735818,Fetal femur,1
00359-2741735819,Fetal femur,1
00360-2741735820,Fetal femur,1
00361-2741735821,Fetal femur,1
00362-2741735822,Fetal femur,1
00363-2741735823,Fetal femur,1
00364-2741735824,Fetal femur,1
00365-2741735825,Fetal femur,1
00366-2741735826,Fetal femur,1
00367-2741735827,Fetal femur,1
00368-2741735828,Fetal femur,1
00369-2741735829,Fetal femur,1
00370-2741735830,Fetal femur,1
00371-2741735831,Fetal femur,1
00372-2741735832,Fetal femur,1
00373-2741735833,Fetal femur,1
00374-2741735834,Fetal femur,1
00375-2741735835,Fetal femur,1
00376-2741735836,Fetal femur,1
00377-2741735837,Fetal femur,1
00378-2741735838,Fetal femur,1
00379-2741735839,Fetal femur,1
00380-2741735840,Fetal femur,1
00381-2741735841,Fetal femur,1
00382-2741735842,Fetal femur,1
00383-2741735843,Fetal femur,1
00384-2741735844,Fetal femur,1
00385-2741735845,Fetal femur,1
00386-2741735846,Fetal femur,1
00387-2741735847,Fetal femur,1
00388-2741735848,Fetal femur,1
00389-2741735849,Fetal femur,1
00390-2741735850,Fetal femur,1
00391-2741735851,Fetal femur,1
00392-2741735852,Fetal femur,1
00393-2741735853,Fetal femur,1
00394-2741735854,Fetal femur,1
00395-2741735855,Fetal femur,1
00396-2741735856,Fetal femur,1
00397-2741735857,Fetal femur,1
00398-2741735858,Fetal femur,1
00399-2741735859,Fetal femur,1
00400-3113572151,Fetal femur,1
00401-3113572152,Fetal femur,1
00402-3113572153,Fetal femur,1
00403-3113572154,Fetal femur,1
00404-3113572155,Fetal femur,1
00405-3113572156,Fetal femur,1
00406-3113572157,Fetal femur,1
00407-3113572158,Fetal femur,1
00408-3113572159,Fetal femur,1
00409-3113572160,Fetal femur,1
00410-3113572161,Fetal femur,1
00411-3113572162,Fetal femur,1
00412-3113572163,Fetal femur,1
00413-3113572164,Fetal femur,1
00414-3113572165,Fetal femur,1
00415-3113572166,Fetal femur,1
00416-3113572167,Fetal femur,1
00417-3113572168,Fetal femur,1
00418-3113572169,Fetal femur,1
00419-3113572170,Fetal femur,1
00420-3113572171,Fetal femur,1
00421-3113572172,Fetal femur,1
00422-3113572173,Fetal femur,1
00423-3113572174,Fetal femur,1
00424-3113572175,Fetal femur,1
00425-3113572176,Fetal femur,1
00426-3113572177,Fetal femur,1
00427-3113572178,Fetal femur,1
00428-3113572179,Fetal femur,1
00429-3113572180,Fetal femur,1
00430-3113572181,Fetal femur,1
00431-3113572182,Fetal femur,1
00432-3113572183,Fetal femur,1
00433-3113572184,Fetal femur,1
00434-3113572185,Fetal femur,1
00435-3113572186,Fetal femur,1
00436-3113572187,Fetal femur,1
00437-3113572188,Fetal femur,1
00438-3113572189,Fetal femur,1
00439-3113572190,Fetal femur,1
00440-3113572191,Fetal femur,1
00441-3113572192,Fetal femur,1
00442-3113572193,Fetal femur,1
00443-3113572194,Fetal femur,1
00444-3113572195,Fetal femur,1
00445-3113572196,Fetal femur,1
00446-3113572197,Fetal femur,1
00447-3113572198,Fetal femur,1
00448-3113572199,Fetal femur,1
00449-3113572200,Fetal femur,1
00450-3113572201,Fetal femur,1
00451-3113572202,Fetal femur,1
00452-3113572203,Fetal femur,1
00453-3113572204,Fetal femur,1
00454-3113572205,Fetal femur,1
00455-3113572206,Fetal femur,1
00456-3113572207,Fetal femur,1
00457-3113572208,Fetal femur,1
00458-3113572209,Fetal femur,1
00459-3113572210,Fetal femur,1
00460-3113572211,Fetal femur,1
00461-3113572212,Fetal femur,1
00462-3113572213,Fetal femur,1
00463-3113572214,Fetal femur,1
00464-3113572215,Fetal femur,1
00465-3113572216,Fetal femur,1
00466-3113572217,Fetal femur,1
00467-3113572218,Fetal femur,1
00468-3113572219,Fetal femur,1
00469-3113572220,Fetal femur,1
00470-3113572221,Fetal femur,1
00471-3113572222,Fetal femur,1
00472-3113572223,Fetal femur,1
00473-3113572224,Fetal femur,1
00474-3113572225,Fetal femur,1
00475-3113572226,Fetal femur,1
00476-3113572227,Fetal femur,1
00477-3113572228,Fetal femur,1
00478-3113572229,Fetal femur,1
00479-3113572230,Fetal femur,1
00480-3113572231,Fetal femur,1
00481-3113572232,Fetal femur,1
00482-3113572233,Fetal femur,1
00483-3113572234,Fetal femur,1
00484-3113572235,Fetal femur,1
00485-3113572236,Fetal femur,1
00486-3113572237,Fetal femur,1
00487-3113572238,Fetal femur,1
00488-3113572239,Fetal femur,1
00489-3113572240,Fetal femur,1
00490-3113572241,Fetal femur,1
00491-3113572242,Fetal femur,1
00492-3113572243,Fetal femur,1
00493-3113572244,Fetal femur,1
00494-3113572245,Fetal femur,1
00495-3113572246,Fetal femur,1
00496-3113572247,Fetal femur,1
00497-3113572248,Fetal femur,1
00498-3113572249,Fetal femur,1
00499-3113572250,Fetal femur,1
00500-3113572251,Fetal femur,1
00501-3113572252,Fetal femur,1
00502-3113572253,Fetal femur,1
00503-3113572254,Fetal femur,1
00504-3113572255,Fetal femur,1
00505-3113572256,Fetal femur,1
00506-3113572257,Fetal femur,1
00507-3113572258,Fetal femur,1
00508-3113572259,Fetal femur,1
00509-3113572260,Fetal femur,1
00510-3113572261,Fetal femur,1
00511-3113572262,Fetal femur,1
00512-3113572263,Fetal femur,1
00513-3113572264,Fetal femur,1
00514-3113572265,Fetal femur,1
00515-3113572266,Fetal femur,1
00516-3113572267,Fetal femur,1
00517-3113572268,Fetal femur,1
00518-3113572269,Fetal femur,1
00519-3113572270,Fetal femur,1
00520-3113572271,Fetal femur,1
00521-3113572272,Fetal femur,1
00522-3113572273,Fetal femur,1
00523-3113572274,Fetal femur,1
00524-3113572275,Fetal femur,1
00525-3113572276,Fetal femur,1
00526-3113572277,Fetal femur,1
00527-3113572278,Fetal femur,1
00528-3113572279,Fetal femur,1
00529-3113572280,Fetal femur,1
00530-3113572281,Fetal femur,1
00531-3113572282,Fetal femur,1
00532-3113572283,Fetal femur,1
00533-3113572284,Fetal femur,1
00534-3113572285,Fetal femur,1
00535-3113572286,Fetal femur,1
00536-3113572287,Fetal femur,1
00537-3113572288,Fetal femur,1
00538-3113572289,Fetal femur,1
00539-3113572290,Fetal femur,1
00540-3113572291,Fetal femur,1
00541-3113572292,Fetal femur,1
00542-3113572293,Fetal femur,1
00543-3113572294,Fetal femur,1
00544-3113572295,Fetal femur,1
00545-3113572296,Fetal femur,1
00546-3113572297,Fetal femur,1
00547-3113572298,Fetal femur,1
00548-3113572299,Fetal femur,1
00549-3113572300,Fetal femur,1
00550-3113572301,Fetal femur,1
00551-3113572302,Fetal femur,1
00552-3113572303,Fetal femur,1
00553-3113572304,Fetal femur,1
00554-3113572305,Fetal femur,1
00555-3113572306,Fetal femur,1
00556-3113572307,Fetal femur,1
00557-3113572308,Fetal femur,1
00558-3113572309,Fetal femur,1
00559-3113572310,Fetal femur,1
00560-3113572311,Fetal femur,1
00561-3113572312,Fetal femur,1
00562-3113572313,Fetal femur,1
00563-3113572314,Fetal femur,1
00564-3113572315,Fetal femur,1
00565-3113572316,Fetal femur,1
00566-3113572317,Fetal femur,1
00567-3113572318,Fetal femur,1
00568-3113572319,Fetal femur,1
00569-3113572320,Fetal femur,1
00570-3113572321,Fetal femur,1
00571-3113572322,Fetal femur,1
00572-3113572323,Fetal femur,1
00573-3113572324,Fetal femur,1
00574-3113572325,Fetal femur,1
00575-3113572326,Fetal femur,1
00576-3113572327,Fetal femur,1
00577-3113572328,Fetal femur,1
00578-3113572329,Fetal femur,1
00579-3113572330,Fetal femur,1
00580-3113572331,Fetal femur,1
00581-3113572332,Fetal femur,1
00582-3113572333,Fetal femur,1
00583-3113572334,Fetal femur,1
00584-3113572335,Fetal femur,1
00585-3113572336,Fetal femur,1
00586-3113572337,Fetal femur,1
00587-3113572338,Fetal femur,1
00588-3113572339,Fetal femur,1
00589-3113572340,Fetal femur,1
00590-3113572341,Fetal femur,1
00591-3113572342,Fetal femur,1
00592-3113572343,Fetal femur,1
00593-3113572344,Fetal femur,1
00594-3113572345,Fetal femur,1
00595-3113572346,Fetal femur,1
00596-3113572347,Fetal femur,1
00597-3113572348,Fetal femur,1
00598-3113572349,Fetal femur,1
00599-3113572350,Fetal femur,1
00600-3113572351,Fetal femur,1
00601-3113572352,Fetal femur,1
00602-3113572353,Fetal femur,1
00603-3113572354,Fetal femur,1
00604-3113572355,Fetal femur,1
00605-3113572356,Fetal femur,1
00606-3113572357,Fetal femur,1
00607-3113572358,Fetal femur,1
00608-3113572359,Fetal femur,1
00609-3113572360,Fetal femur,1
00610-3113572361,Fetal femur,1
00611-3113572362,Fetal femur,1
00612-3113572363,Fetal femur,1
00613-3113572364,Fetal femur,1
00614-3113572365,Fetal femur,1
00615-3113572366,Fetal femur,1
00616-3113572367,Fetal femur,1
00617-3113572368,Fetal femur,1
00618-3113572369,Fetal femur,1
00619-3113572370,Fetal femur,1
00620-3113572371,Fetal femur,1
00621-3113572372,Fetal femur,1
00622-3113572373,Fetal femur,1
00623-3113572374,Fetal femur,1
00624-3113572375,Fetal femur,1
00625-3113572376,Fetal femur,1
00626-3113572377,Fetal femur,1
00627-3113572378,Fetal femur,1
00628-3113572379,Fetal femur,1
00629-3113572380,Fetal femur,1
00630-3113572381,Fetal femur,1
00631-3113572382,Fetal femur,1
00632-3113572383,Fetal femur,1
00633-3113572384,Fetal femur,1
00634-3113572385,Fetal femur,1
00635-3113572386,Fetal femur,1
00636-3113572387,Fetal femur,1
00637-3113572388,Fetal femur,1
00638-3113572389,Fetal femur,1
00639-3113572390,Fetal femur,1
00640-3113572391,Fetal femur,1
00641-3113572392,Fetal femur,1
00642-3113572393,Fetal femur,1
00643-3113572394,Fetal femur,1
00644-3113572395,Fetal femur,1
00645-3113572396,Fetal femur,1
00646-3113572397,Fetal femur,1
00647-3113572398,Fetal femur,1
00648-3113572399,Fetal femur,1
00649-3113572400,Fetal femur,1
00650-3113572401,Fetal femur,1
00651-3113572402,Fetal femur,1
00652-3113572403,Fetal femur,1
00653-3113572404,Fetal femur,1
00654-3113572405,Fetal femur,1
00655-3113572406,Fetal femur,1
00656-3113572407,Fetal femur,1
00657-3113572408,Fetal femur,1
00658-3113572409,Fetal femur,1
00659-3113572410,Fetal femur,1
00660-3113572411,Fetal femur,1
00661-3113572412,Fetal femur,1
00662-3113572413,Fetal femur,1
00663-3113572414,Fetal femur,1
00664-3113572415,Fetal femur,1
00665-3113572416,Fetal femur,1
00666-3113572417,Fetal femur,1
00667-3113572418,Fetal femur,1
00668-3113572419,Fetal femur,1
00669-3113572420,Fetal femur,1
00670-3113572421,Fetal femur,1
00671-3113572422,Fetal femur,1
00672-3113572423,Fetal femur,1
00673-3113572424,Fetal femur,1
00674-3113572425,Fetal femur,1
00675-3113572426,Fetal femur,1
00676-3113572427,Fetal femur,1
00677-3113572428,Fetal femur,1
00678-3113572429,Fetal femur,1
00679-3113572430,Fetal femur,1
00680-3113572431,Fetal femur,1
00681-3113572432,Fetal femur,1
00682-3113572433,Fetal femur,1
00683-3113572434,Fetal femur,1
00684-3113572435,Fetal femur,1
00685-3113572436,Fetal femur,1
00686-3113572437,Fetal femur,1
00687-3113572438,Fetal femur,1
00688-3113572439,Fetal femur,1
00689-3113572440,Fetal femur,1
00690-3113572441,Fetal femur,1
00691-3113572442,Fetal femur,1
00692-3113572443,Fetal femur,1
00693-3113572444,Fetal femur,1
00694-3113572445,Fetal femur,1
00695-3113572446,Fetal femur,1
00696-3113572447,Fetal femur,1
00697-3113572448,Fetal femur,1
00698-3113572449,Fetal femur,1
00699-3113572450,Fetal femur,1
00700-3113572451,Fetal femur,1
00701-3113572452,Fetal femur,1
00702-3113572453,Fetal femur,1
00703-3113572454,Fetal femur,1
00704-3113572455,Fetal femur,1
00705-3113572456,Fetal femur,1
00706-3113572457,Fetal femur,1
00707-3113572458,Fetal femur,1
00708-3113572459,Fetal femur,1
00709-3113572460,Fetal femur,1
00710-3113572461,Fetal femur,1
00711-3113572462,Fetal femur,1
00712-3113572463,Fetal femur,1
00713-3113572464,Fetal femur,1
00714-3113572465,Fetal femur,1
00715-3113572466,Fetal femur,1
00716-3113572467,Fetal femur,1
00717-3113572468,Fetal femur,1
00718-3113572469,Fetal femur,1
00719-3113572470,Fetal femur,1
00720-3113572471,Fetal femur,1
00721-3113572472,Fetal femur,1
00722-3113572473,Fetal femur,1
00723-3113572474,Fetal femur,1
00724-3113572475,Fetal femur,1
00725-3113572476,Fetal femur,1
00726-3113572477,Fetal femur,1
00727-3113572478,Fetal femur,1
00728-3113572479,Fetal femur,1
00729-3113572480,Fetal femur,1
00730-3113572481,Fetal femur,1
00731-3113572482,Fetal femur,1
00732-3113572483,Fetal femur,1
00733-3113572484,Fetal femur,1
00734-3113572485,Fetal femur,1
00735-3113572486,Fetal femur,1
00736-3113572487,Fetal femur,1
00737-3113572488,Fetal femur,1
00738-3113572489,Fetal femur,1
00739-3113572490,Fetal femur,1
00740-3113572491,Fetal femur,1
00741-3113572492,Fetal femur,1
00742-3113572493,Fetal femur,1
00743-3113572494,Fetal femur,1
00744-3113572495,Fetal femur,1
00745-3113572496,Fetal femur,1
00746-3113572497,Fetal femur,1
00747-3113572498,Fetal femur,1
00748-3113572499,Fetal femur,1
00749-3113572500,Fetal femur,1
00750-3113572501,Fetal femur,1
00751-3113572502,Fetal femur,1
00752-3113572503,Fetal femur,1
00753-3113572504,Fetal femur,1
00754-3113572505,Fetal femur,1
00755-3113572506,Fetal femur,1
00756-3113572507,Fetal femur,1
00757-3113572508,Fetal femur,1
00758-3113572509,Fetal femur,1
00759-3113572510,Fetal femur,1
00760-3113572511,Fetal femur,1
00761-3113572512,Fetal femur,1
00762-3113572513,Fetal femur,1
00763-3113572514,Fetal femur,1
00764-3113572515,Fetal femur,1
00765-3113572516,Fetal femur,1
00766-3113572517,Fetal femur,1
00767-3113572518,Fetal femur,1
00768-3113572519,Fetal femur,1
00769-3113572520,Fetal femur,1
00770-3113572521,Fetal femur,1
00771-3113572522,Fetal femur,1
00772-3113572523,Fetal femur,1
00773-3113572524,Fetal femur,1
00774-3113572525,Fetal femur,1
00775-3113572526,Fetal femur,1
00776-3113572527,Fetal femur,1
00777-3113572528,Fetal femur,1
00778-3113572529,Fetal femur,1
00779-3113572530,Fetal femur,1
00780-3113572531,Fetal femur,1
00781-3113572532,Fetal femur,1
00782-3113572533,Fetal femur,1
00783-3113572534,Fetal femur,1
00784-3113572535,Fetal femur,1
00785-3113572536,Fetal femur,1
00786-3113572537,Fetal femur,1
00787-3113572538,Fetal femur,1
00788-3113572539,Fetal femur,1
00789-3113572540,Fetal femur,1
00790-3113572541,Fetal femur,1
00791-3113572542,Fetal femur,1
00792-3113572543,Fetal femur,1
00793-3113572544,Fetal femur,1
00794-3113572545,Fetal femur,1
00795-3113572546,Fetal femur,1
00796-3113572547,Fetal femur,1
00797-3113572548,Fetal femur,1
00798-3113572549,Fetal femur,1
00799-3113572550,Fetal femur,1
00000-3537862047,Other,1
00001-3537862048,Other,1
00002-3537862049,Other,1
00003-3537862050,Other,1
00004-3537862051,Other,1
00005-3537862052,Other,1
00006-3537862053,Other,1
00007-3537862054,Other,1
00008-3537862055,Other,1
00009-3537862056,Other,1
00010-3537862057,Other,1
00011-3537862058,Other,1
00012-3537862059,Other,1
00013-3537862060,Other,1
00014-3537862061,Other,1
00015-3537862062,Other,1
00016-3537862063,Other,1
00017-3537862064,Other,1
00018-3537862065,Other,1
00019-3537862066,Other,1
00020-3537862067,Other,1
00021-3537862068,Other,1
00022-3537862069,Other,1
00023-3537862070,Other,1
00024-3537862071,Other,1
00025-3537862072,Other,1
00026-3537862073,Other,1
00027-3537862074,Other,1
00028-3537862075,Other,1
00029-3537862076,Other,1
00030-3537862077,Other,1
00031-3537862078,Other,1
00032-3537862079,Other,1
00033-3537862080,Other,1
00034-3537862081,Other,1
00035-3537862082,Other,1
00036-3537862083,Other,1
00037-3537862084,Other,1
00038-3537862085,Other,1
00039-3537862086,Other,1
00040-3537862087,Other,1
00041-3537862088,Other,1
00042-3537862089,Other,1
00043-3537862090,Other,1
00044-3537862091,Other,1
00045-3537862092,Other,1
00046-3537862093,Other,1
00047-3537862094,Other,1
00048-3537862095,Other,1
00049-3537862096,Other,1
00050-3537862097,Other,1
00051-3537862098,Other,1
00052-3537862099,Other,1
00053-3537862100,Other,1
00054-3537862101,Other,1
00055-3537862102,Other,1
00056-3537862103,Other,1
00057-3537862104,Other,1
00058-3537862105,Other,1
00059-3537862106,Other,1
00060-3537862107,Other,1
00061-3537862108,Other,1
00062-3537862109,Other,1
00063-3537862110,Other,1
00064-3537862111,Other,1
00065-3537862112,Other,1
00066-3537862113,Other,1
00067-3537862114,Other,1
00068-3537862115,Other,1
00069-3537862116,Other,1
00070-3537862117,Other,1
00071-3537862118,Other,1
00072-3537862119,Other,1
00073-3537862120,Other,1
00074-3537862121,Other,1
00075-3537862122,Other,1
00076-3537862123,Other,1
00077-3537862124,Other,1
00078-3537862125,Other,1
00079-3537862126,Other,1
00080-3537862127,Other,1
00081-3537862128,Other,1
00082-3537862129,Other,1
00083-3537862130,Other,1
00084-3537862131,Other,1
00085-3537862132,Other,1
00086-3537862133,Other,1
00087-3537862134,Other,1
00088-3537862135,Other,1
00089-3537862136,Other,1
00090-3537862137,Other,1
00091-3537862138,Other,1
00092-3537862139,Other,1
00093-3537862140,Other,1
00094-3537862141,Other,1
00095-3537862142,Other,1
00096-3537862143,Other,1
00097-3537862144,Other,1
00098-3537862145,Other,1
00099-3537862146,Other,1
00100-649487679,Other,1
00101-649487680,Other,1
00102-649487681,Other,1
00103-649487682,Other,1
00104-649487683,Other,1
00105-649487684,Other,1
00106-649487685,Other,1
00107-649487686,Other,1
00108-649487687,Other,1
00109-649487688,Other,1
00110-649487689,Other,1
00111-649487690,Other,1
00112-649487691,Other,1
00113-649487692,Other,1
00114-649487693,Other,1
00115-649487694,Other,1
00116-649487695,Other,1
00117-649487696,Other,1
00118-649487697,Other,1
00119-649487698,Other,1
00120-649487699,Other,1
00121-649487700,Other,1
00122-649487701,Other,1
00123-649487702,Other,1
00124-649487703,Other,1
00125-649487704,Other,1
00126-649487705,Other,1
00127-649487706,Other,1
00128-649487707,Other,1
00129-649487708,Other,1
00130-649487709,Other,1
00131-649487710,Other,1
00132-649487711,Other,1
00133-649487712,Other,1
00134-649487713,Other,1
00135-649487714,Other,1
00136-649487715,Other,1
00137-649487716,Other,1
00138-649487717,Other,1
00139-649487718,Other,1
00140-649487719,Other,1
00141-649487720,Other,1
00142-649487721,Other,1
00143-649487722,Other,1
00144-649487723,Other,1
00145-649487724,Other,1
00146-649487725,Other,1
00147-649487726,Other,1
00148-649487727,Other,1
00149-649487728,Other,1
00150-649487729,Other,1
00151-649487730,Other,1
00152-649487731,Other,1
00153-649487732,Other,1
00154-649487733,Other,1
00155-649487734,Other,1
00156-649487735,Other,1
00157-649487736,Other,1
00158-649487737,Other,1
00159-649487738,Other,1
00160-649487739,Other,1
00161-649487740,Other,1
00162-649487741,Other,1
00163-649487742,Other,1
00164-649487743,Other,1
00165-649487744,Other,1
00166-649487745,Other,1
00167-649487746,Other,1
00168-649487747,Other,1
00169-649487748,Other,1
00170-649487749,Other,1
00171-649487750,Other,1
00172-649487751,Other,1
00173-649487752,Other,1
00174-649487753,Other,1
00175-649487754,Other,1
00176-649487755,Other,1
00177-649487756,Other,1
00178-649487757,Other,1
00179-649487758,Other,1
00180-649487759,Other,1
00181-649487760,Other,1
00182-649487761,Other,1
00183-649487762,Other,1
00184-649487763,Other,1
00185-649487764,Other,1
00186-649487765,Other,1
00187-649487766,Other,1
00188-649487767,Other,1
00189-649487768,Other,1
00190-649487769,Other,1
00191-649487770,Other,1
00192-649487771,Other,1
00193-649487772,Other,1
00194-649487773,Other,1
00195-649487774,Other,1
00196-649487775,Other,1
00197-649487776,Other,1
00198-649487777,Other,1
00199-649487778,Other,1
00000-4224659342,Other,1
00001-4224659343,Other,1
00002-4224659344,Other,1
00003-4224659345,Other,1
00004-4224659346,Other,1
00005-4224659347,Other,1
00006-4224659348,Other,1
00007-4224659349,Other,1
00008-4224659350,Other,1
00009-4224659351,Other,1
00010-4224659352,Other,1
00011-4224659353,Other,1
00012-4224659354,Other,1
00013-4224659355,Other,1
00014-4224659356,Other,1
00015-4224659357,Other,1
00016-4224659358,Other,1
00017-4224659359,Other,1
00018-4224659360,Other,1
00019-4224659361,Other,1
00020-4224659362,Other,1
00021-4224659363,Other,1
00022-4224659364,Other,1
00023-4224659365,Other,1
00024-4224659366,Other,1
00025-4224659367,Other,1
00026-4224659368,Other,1
00027-4224659369,Other,1
00028-4224659370,Other,1
00029-4224659371,Other,1
00030-4224659372,Other,1
00031-4224659373,Other,1
00032-4224659374,Other,1
00033-4224659375,Other,1
00034-4224659376,Other,1
00035-4224659377,Other,1
00036-4224659378,Other,1
00037-4224659379,Other,1
00038-4224659380,Other,1
00039-4224659381,Other,1
00040-4224659382,Other,1
00041-4224659383,Other,1
00042-4224659384,Other,1
00043-4224659385,Other,1
00044-4224659386,Other,1
00045-4224659387,Other,1
00046-4224659388,Other,1
00047-4224659389,Other,1
00048-4224659390,Other,1
00049-4224659391,Other,1
00050-4224659392,Other,1
00051-4224659393,Other,1
00052-4224659394,Other,1
00053-4224659395,Other,1
00054-4224659396,Other,1
00055-4224659397,Other,1
00056-4224659398,Other,1
00057-4224659399,Other,1
00058-4224659400,Other,1
00059-4224659401,Other,1
00060-4224659402,Other,1
00061-4224659403,Other,1
